a,m,d1,d2,T_end,mean_v_0,var_v_0,max_v_0,mean_v_T,var_v_T,max_v_T,pattern
0.904433734939759,0.45,100,0.03,400,1.1043241225149905,9.954450232134365e-05,1.1465781890599331,0.31642048549845037,0.235121123116387,3.441777812324887,1
1.928325301204819,0.45,100,0.03,600,4.03747976411819,0.00010088096026857185,4.0772851565255825,3.271656778723823,6.350916760785838,23.107885578965124,1
2.9522168674698794,0.45,100,0.03,600,6.4043275222749765,9.859064346575613e-05,6.43884263361602,5.684407205762157,7.891549793943302,20.469624912272575,0
3.9761084337349395,0.45,100,0.03,600,8.721114099379959,0.00010005719683967322,8.765896498597488,8.055434633208506,8.274993814260094,21.411176996975314,0
5.0,0.45,100,0.03,52,11.020266422754077,9.950746808134808e-05,11.055980188540063,14.774380037016174,4.054457735606857,16.462532054401063,0
0.904433734939759,0.45,100,0.04,400,1.1043339060032178,0.00010181699238149729,1.1392767993078874,0.31587678187881607,0.24158121684842337,7.698132498169587,1
1.928325301204819,0.45,100,0.04,600,4.037641636043185,0.00010050671789787457,4.076649206243654,3.263729367479632,5.781899697502252,18.333448112291673,1
2.9522168674698794,0.45,100,0.04,800,6.404535007597745,9.744303565266205e-05,6.4423871994982855,5.7609054507263915,14.005831208611717,63.23869865359799,0
3.9761084337349395,0.45,100,0.04,600,8.721172009059723,9.766656212815511e-05,8.758713542572782,8.04118796375394,7.774578322083159,19.68401004607882,0
5.0,0.45,100,0.04,52,11.020227853086622,0.00010078601437009406,11.065176288304325,14.35355691593973,4.206453776154797,16.326932352085333,4
0.904433734939759,0.45,100,0.05,400,1.1042514122134282,0.00010054797656843319,1.1445378690240666,0.3133546473846654,0.2225589402313684,2.1996784797863516,1
1.928325301204819,0.45,100,0.05,800,4.037527630350212,9.93469657253121e-05,4.077935803399128,3.3219128687585027,11.172703178424939,45.90903502461544,0
2.9522168674698794,0.45,100,0.05,800,6.404442272588311,0.00010079879987435754,6.4416447437976565,5.69553427488968,9.591157924511345,20.764606855937338,0
3.9761084337349395,0.45,100,0.05,800,8.721214809105337,9.874188201833238e-05,8.757099498973806,8.145154907495064,12.484292827318809,62.11537945881406,0
5.0,0.45,100,0.05,52,11.020508772128267,9.735722861722739e-05,11.058456740479524,14.310388502038787,4.832694443651717,16.34729792479449,4
0.904433734939759,0.45,100,0.060000000000000005,600,1.1042655419088314,9.922670691213055e-05,1.1418203054569587,0.408555832875532,3.056068733213579,38.561788191784544,1
1.928325301204819,0.45,100,0.060000000000000005,800,4.037483644858861,0.00010245913759718845,4.075144626133273,3.302825296359609,9.367744343389935,20.390983438924657,0
2.9522168674698794,0.45,100,0.060000000000000005,1000,6.40430342380824,9.905651162216666e-05,6.446278086846063,5.748532316448409,13.154592055976629,56.78028749372805,0
3.9761084337349395,0.45,100,0.060000000000000005,800,8.721126328647996,9.900257375353878e-05,8.757304738055943,8.037844802728747,8.729222503010838,22.78863801325228,0
5.0,0.45,100,0.060000000000000005,52,11.020353431628923,9.811081533237919e-05,11.05567866523666,14.083132936880041,5.424205354074795,16.389309447093897,4
0.904433734939759,0.45,100,0.07,600,1.1043033212286162,0.00010016526313505391,1.1438842597417653,0.4197640598191688,4.767245745548705,51.10332753248319,1
1.8680963855421684,0.45,100,0.07,1000,3.894638857213813,0.0001014366908981135,3.930691154158871,3.19230679983681,12.677455721679289,21.12651695308538,1
2.831759036144578,0.45,100,0.07,1200,6.129559733963862,9.846083717251304e-05,6.167082235792147,5.453584118806828,13.390961368871018,32.60059374503328,0
3.7954216867469874,0.45,100,0.07,800,8.31414899040692,9.976233024007258e-05,8.347718514776334,7.596544991963995,7.975753092548798,16.90941295235188,0
4.759084337349398,0.45,100,0.07,74,10.480545801075936,9.797908682910092e-05,10.519861440810338,14.52118208903281,8.448586028899562,17.132280690971683,4
0.904433734939759,0.45,100,0.08000000000000002,600,1.1043031106156418,0.00010077994048439212,1.1413125250260676,0.4023479291217851,2.1763886322370003,23.456094093763998,1
1.7877911646586344,0.45,100,0.08000000000000002,1200,3.7028912564304957,9.854150301842035e-05,3.737163226999964,3.0190686751162596,15.613381222874203,20.50803295181663,1
2.67114859437751,0.45,100,0.08000000000000002,1800,5.76233483447864,0.00010094348730628614,5.797382618790308,5.072084470664947,20.90805733606447,68.32309787948799,1
3.574582329317269,0.45,100,0.08000000000000002,1200,7.815634835038475,9.887834524908796e-05,7.849905430557604,7.109749624931502,9.159429490466493,24.89863418581829,0
4.457939759036145,0.45,100,0.08000000000000002,124,9.804708391055357,9.821378654603015e-05,9.843772886576788,14.825089391133773,17.481780926287307,18.402078803691445,0
0.904433734939759,0.45,100,0.09000000000000001,600,1.1043526698102804,9.819680919420655e-05,1.1405443553982666,0.3964213876201809,1.9111110348135902,24.480907553114864,1
1.7275622489959837,0.45,100,0.09000000000000001,1400,3.558044516523709,0.00010014657019044727,3.5927706138569264,2.884335699732835,16.62469366404175,25.202109011939132,1
2.5506907630522084,0.45,100,0.09000000000000001,2200,5.485853913779724,9.863900875268723e-05,5.523873506474583,4.766490925798349,20.411557548893594,29.683092653834,1
3.393895582329317,0.45,100,0.09000000000000001,1800,7.407030439432296,9.942197511849795e-05,7.449417259839439,6.689379046652239,11.295209208457349,18.990434679264744,0
4.2170240963855425,0.45,100,0.09000000000000001,200,9.263050392968866,9.65974489937917e-05,9.297219270682351,10.974615250747929,9.573501613564858,14.101046311514608,0
